Comment,review1,review2,review3
তোমরা ব্যাভিচারের ধারে কাছেও যেও না। এই একটা আয়াতই যথেষ্ট এই সমস্যার সমাধানের জন্য।,social,social,social
ধন্যবাদ প্রিয়।,social,social,social
"""চমৎকার উপস্থাপন আসিফ ভাই,ধন্যবাদ আপনাকে আমার মনের কথাগুলোই বলেছেন।""",social,social,social
"""চমৎকার উপস্থাপন আসিফ ভাই,ধন্যবাদ""",social,social,social
"""মেয়েদের প্রতি আপনার এত আবেগ কেন/?,কত মেয়ে যে প্রেমের নাটক করে হাজার হাজার ছেলের জীনগত ধ্বংস করে দেয়,সেটা নিয়ে আশা করি কিছু বলবেন।""",social,social,social
হাফিজা আক্তার লিজা পড়ো,social,social,social
"""‘যদি তোমরা আল্লাহকে ভয় করো, তবে তোমরা পরপুরুষের সঙ্গে কোমল কণ্ঠে এমনভাবে কথা বলো না, যাতে যার অন্তরে ব্যাধি আছে সে প্রলুব্ধ হয়।’ (সুরা : আহজাব, আয়াত : ৩২)""",social,social,social
একদম সত্যি,social,social,social
"""সমস্যাটার কারনও মেয়রাই। ওনাদের অনেক ছেলে পেটে ত ধরে, কিন্তু তাকে নিতীশিক্ষা দিয়ে বড় করে না। অন্তত্য নারীর মূল্য বোঝার মত একটু সাধারন জ্ঞান যদি মায়েরা বাধ্যতামূলকভাবে দিত তবে এমন দূর্দিন আমাদের দেখতে হত না। বাবারাও এটা পারেন কিন্তু অনেক বাবা ত তার নিজের মেয়ে ব্যতিত অন্য নারীর মূল্যই বোঝেন না। অতএব মায়েদের অর্থাৎ প্রতিটা মেয়ের এমন সঙ্কল্প থাকা উচিৎ যে আমার ছেলেক আমি নারীর মূল্য ও নীতিশিক্ষা দিবই নতুবা সন্তান জন্মদান হতে বিরত থাকব।""",social,social,social
চমৎকার উপস্থাপন,social,social,social
"""আচ্ছা আসিফ ভাই, কোন ছেলে যদি শরীর ভোগের পর সেই মেয়েকে ছেড়ে দেয় আর মেয়ে ধর্ষণ মামলা ঠুকে দেয় তাহলেও কি আপনার ষ্ট্যান্ড সেম থাকবে?""",social,social,social
